Payment_ID,Payment_Date,Month,Student_ID,Subject,Level,Tutor,Payment_Method,Course_Fee,Discount,Amount_Paid,Payment_Status,Student_Status
PAY01486,07/01/2025,January,STU0328,English,Intermediate,SARAH, Cash ,750000,0,750000,Unpaid,active
PAY01487,2025-12-29,December,STU0376,Math,Intermediate,Sarah,Transfer,5000000,50000,4950000,paid,Active
PAY01488,21/02/2025,February,STU0270,TOEFL,Advanced,Michael,E-Wallet,5000000,100000,4900000,paid,Actve
PAY01489,"Feb 24, 2025",February,STU0453,Math,Beginner,Michael,E-Wallet,750000,,,Unpaid,active
PAY01490,03/12/2025,December,STU0181,Grammar,Advanced,Emily,,5000000,-50000,5050000,Unpaid,Actve
PAY01491,2025/11/21,November,STU0280,TOEFL,Intermediate,SARAH, Cash ,700000,-50000,750000,Unpaid,active
PAY01492,2025/08/20,August,STU0146,English,Advanced,Michael,Bank Transfer,750000,0,750000,Paid,active
PAY01493,24/04/2025,April,STU0483,Speaking,Advanced,SARAH,E-Wallet,700000,0,700000,paid,Inactive
PAY01494,2025-02-18,February,STU0136,Grammar,Advanced,Linda,Transfer,750000,50000,700000,Unpaid,active
PAY01495,2025/02/17,February,STU0371,Grammar,Intermediate,Michael,transfer,5000000,25000,4975000,paid,Active
PAY01496,"Nov 01, 2025",November,STU0196,Math,Beginner,Emily,Bank Transfer,500000,,,Unpaid,Actve
PAY01497,03/03/2025,March,STU0324,english,Beginner,David,E-Wallet,5000000,0,5000000,Paid,active
PAY01498,04/10/2025,October,STU0079,English,Advanced,Jhon,transfer,700000,-50000,750000,paid,Active
PAY01499,2025/04/24,April,STU0173,Math,Intermediate,, Cash ,700000,100000,600000,Paid,Actve
PAY01500,2025-05-15,May,STU0358,IELTS,Beginner, john ,E-Wallet,750000,-50000,800000,Paid,Actve
PAY01501,22/07/2025,July,STU0269,TOEFL,Beginner,Sarah,Bank Transfer,5000000,-50000,5050000,Unpaid,active
PAY01502,2025-12-17,December,STU0188,Grammar,Beginner,Emily,Bank Transfer,500000,,,paid,Active
PAY01503,06/06/2025,June,STU0412,ENG,Advanced,Michael,transfer,700000,-50000,750000,Paid,Inactive
PAY01504,"Apr 13, 2025",April,STU0058,English,Beginner,,Transfer,650000,,,Unpaid,Active
PAY01505,2025-06-25,June,STU0170,TOEFL,Advanced,SARAH,Transfer,700000,100000,600000,Paid,active
PAY01506,2025/10/08,October,STU0356,English,Intermediate,, Cash ,5000000,,,paid,Active
PAY01507,11/05/2025,May,STU0357,Speaking,Beginner, john , Cash ,500000,50000,450000,Paid,Active
PAY01508,"Jul 18, 2025",July,STU0445,english,Beginner,Jhon,E-Wallet,700000,0,-700000,paid,Active
PAY01509,2025/06/11,June,STU0102,ENG,Advanced,John,Cash,5000000,-50000,5050000,Paid,active
PAY01510,2025/06/20,June,STU0178,Grammar,Intermediate,David,Transfer,750000,,,paid,active
PAY01511,"Feb 01, 2025",February,STU0486,Speaking,Beginner,Michael,Bank Transfer,750000,0,750000,Unpaid,Inactive
PAY01512,2025/02/14,February,STU0321,TOEFL,Intermediate,Linda,E-Wallet,5000000,,,Paid,Actve
PAY01513,"Jun 09, 2025",June,STU0335,IELTS,Advanced,SARAH, Cash ,750000,-50000,800000,Paid,Inactive
PAY01514,08/06/2025,June,STU0290,IELTS,Intermediate,Sarah,E-Wallet,750000,25000,725000,paid,Active
PAY01515,"Apr 05, 2025",April,STU0164,english,Intermediate,David,transfer,650000,,,paid,active
PAY01516,19/03/2025,March,STU0391,Speaking,Advanced,,E-Wallet,500000,25000,475000,Paid,Inactive
PAY01517,2025-04-29,April,STU0245,IELTS,Advanced,,transfer,700000,0,700000,paid,active
PAY01518,2025/04/05,April,STU0099,TOEFL,Beginner,Jhon,,750000,100000,650000,Paid,active
PAY01519,31/07/2025,July,STU0475,ENG,Advanced, john , Cash ,650000,25000,625000,Unpaid,Actve
PAY01520,2025/05/07,May,STU0423,english,Advanced,Emily,transfer,750000,0,750000,paid,Active
PAY01521,2025-09-24,September,STU0022,TOEFL,Advanced,SARAH,transfer,750000,100000,650000,paid,Active
PAY01522,2025/10/13,October,STU0098,Speaking,Intermediate,Jhon,Bank Transfer,5000000,,,Unpaid,Actve
PAY01523,2025/03/27,March,STU0354,IELTS,Intermediate, john ,Cash,700000,-50000,750000,paid,Active
PAY01524,03/04/2025,April,STU0013,IELTS,Intermediate,, Cash ,750000,100000,650000,Paid,Actve
PAY01525,"Feb 16, 2025",February,STU0365,IELTS,Advanced,Sarah,Cash,700000,,,Paid,Actve
PAY01526,"Nov 21, 2025",November,STU0373,IELTS,Intermediate,SARAH,transfer,500000,-50000,550000,Paid,Inactive
PAY01527,21/06/2025,June,STU0365,English,Intermediate,David,Bank Transfer,650000,25000,625000,paid,Actve
PAY01528,28/05/2025,May,STU0002,Speaking,Beginner, john ,transfer,500000,25000,475000,Unpaid,Active
PAY01529,2025/11/08,November,STU0244,ENG,Intermediate, john ,Cash,650000,25000,625000,paid,Active
PAY01530,"May 06, 2025",May,STU0423,TOEFL,Beginner,Michael,Transfer,5000000,,,Paid,active
PAY01531,19/01/2025,January,STU0309,Speaking,Intermediate,Sarah,Cash,500000,,,Paid,Actve
PAY01532,02/04/2025,April,STU0359,IELTS,Intermediate,,Bank Transfer,700000,-50000,750000,Paid,Active
PAY01533,"Jun 03, 2025",June,STU0389,english,Advanced,Sarah,Bank Transfer,700000,100000,600000,Unpaid,Inactive
PAY01534,"Mar 04, 2025",March,STU0108,TOEFL,Advanced,John,Cash,700000,-50000,750000,paid,Active
PAY01535,"Sep 05, 2025",September,STU0133,Grammar,Beginner,,E-Wallet,750000,-50000,800000,Unpaid,Actve
PAY01536,10/09/2025,September,STU0100,English,Beginner,John,transfer,5000000,25000,4975000,paid,Active
PAY01537,2025/04/17,April,STU0287,TOEFL,Beginner,Linda, Cash ,750000,0,750000,Unpaid,active
PAY01538,"Feb 04, 2025",February,STU0393,English,Beginner,Emily,Bank Transfer,700000,-50000,750000,Unpaid,Active
PAY01539,31/03/2025,March,STU0246,ENG,Beginner,Michael,transfer,700000,50000,650000,Paid,Actve
PAY01540,"Oct 02, 2025",October,STU0029,Speaking,Advanced,Emily,E-Wallet,750000,100000,650000,paid,Active
PAY01541,"Apr 17, 2025",April,STU0144,English,Intermediate,Jhon, Cash ,700000,0,700000,paid,Inactive
PAY01542,2025/10/20,October,STU0401,Speaking,Advanced,Emily, Cash ,650000,-50000,700000,Paid,active
PAY01543,2025-07-31,July,STU0425,Speaking,Beginner,SARAH,Bank Transfer,750000,25000,725000,Paid,Active
PAY01544,2025-07-11,July,STU0013,ENG,Advanced,Michael,Transfer,650000,0,650000,Unpaid,Actve
PAY01545,"Sep 26, 2025",September,STU0051,IELTS,Beginner,John,transfer,700000,25000,675000,Unpaid,Active
PAY01546,"Jan 03, 2025",January,STU0447,Math,Intermediate, john ,Cash,500000,,,Paid,active
PAY01547,"Jan 12, 2025",January,STU0147,Speaking,Advanced,Emily,,650000,50000,600000,Unpaid,Active
PAY01548,20/05/2025,May,STU0491,Math,Beginner,SARAH,Bank Transfer,650000,50000,600000,paid,active
PAY01549,19/05/2025,May,STU0037,Speaking,Advanced,Emily,E-Wallet,700000,-50000,750000,Unpaid,Active
PAY01550,2025-03-08,March,STU0197,English,Beginner,Jhon,transfer,750000,,,Paid,Actve
PAY01551,"Nov 12, 2025",November,STU0366,Math,Intermediate,,Transfer,700000,50000,650000,Paid,Actve
PAY01552,2025/02/19,February,STU0393,ENG,Intermediate,Linda,Transfer,700000,,,Paid,active
PAY01553,2025/07/06,July,STU0170,Grammar,Intermediate, john ,Cash,650000,,,Paid,Actve
PAY01554,"Feb 27, 2025",February,STU0145,Grammar,Advanced,,Transfer,750000,100000,650000,paid,Active
PAY01555,2025-07-27,July,STU0406,Speaking,Advanced, john ,transfer,700000,-50000,750000,paid,Actve
PAY01556,03/05/2025,May,STU0197,Math,Intermediate,Linda,,5000000,25000,4975000,paid,Actve
PAY01557,"Aug 11, 2025",August,STU0340,Math,Advanced,,,5000000,,,Unpaid,Active
PAY01558,2025/10/31,October,STU0228,IELTS,Intermediate,Jhon,Cash,700000,-50000,750000,paid,Active
PAY01559,2025/12/17,December,STU0032,Math,Beginner,Michael,E-Wallet,700000,100000,600000,paid,Active
PAY01560,17/03/2025,March,STU0316,ENG,Beginner,Linda, Cash ,750000,-50000,800000,Unpaid,active
PAY01561,"Oct 19, 2025",October,STU0177,Math,Advanced,John,E-Wallet,750000,,,paid,Actve
PAY01562,"Mar 07, 2025",March,STU0496,English,Beginner,SARAH,,500000,50000,450000,Unpaid,Active
PAY01563,2025-05-25,May,STU0202,Grammar,Advanced,Jhon,transfer,650000,100000,550000,Unpaid,Actve
PAY01564,07/10/2025,October,STU0285,english,Intermediate,Jhon,Transfer,650000,100000,550000,Unpaid,Inactive
PAY01565,2025-03-10,March,STU0370,ENG,Advanced,Jhon,Transfer,500000,,,Paid,Inactive
PAY01566,2025/11/25,November,STU0218,IELTS,Intermediate,SARAH,transfer,750000,,,paid,Actve
PAY01567,"Jul 16, 2025",July,STU0004,ENG,Advanced,Linda, Cash ,650000,25000,625000,paid,active
PAY01568,"Jul 30, 2025",July,STU0361,Grammar,Beginner,,transfer,500000,0,500000,paid,Active
PAY01569,"Mar 14, 2025",March,STU0456,Math,Beginner, john , Cash ,750000,-50000,800000,paid,Active
PAY01570,"Dec 17, 2025",December,STU0274,English,Intermediate, john ,E-Wallet,5000000,0,5000000,Unpaid,active
PAY01571,"Aug 04, 2025",August,STU0356,Speaking,Advanced,,Bank Transfer,700000,50000,650000,Paid,Actve
PAY01572,24/10/2025,October,STU0150,English,Intermediate, john ,Cash,5000000,0,5000000,Paid,Active
PAY01573,"May 23, 2025",May,STU0440,Speaking,Beginner,Sarah,E-Wallet,650000,-50000,700000,Paid,Inactive
PAY01574,2025/12/04,December,STU0359,TOEFL,Intermediate,Michael,,700000,25000,675000,paid,Active
PAY01575,2025-06-25,June,STU0079,ENG,Intermediate,Jhon,Transfer,650000,-50000,700000,paid,Actve
PAY01576,23/11/2025,November,STU0177,English,Advanced,David,,650000,-50000,700000,Paid,Active
PAY01577,2025/03/27,March,STU0383,TOEFL,Intermediate,Jhon,transfer,750000,100000,650000,Unpaid,Inactive
PAY01578,2025/09/29,September,STU0230,english,Advanced,Emily,E-Wallet,500000,50000,450000,paid,Active
PAY01579,"Feb 19, 2025",February,STU0440,Speaking,Intermediate,David,Bank Transfer,750000,-50000,800000,Paid,active
PAY01580,2025/12/02,December,STU0376,TOEFL,Advanced,Emily, Cash ,750000,,,paid,Inactive
PAY01581,2025-06-10,June,STU0051,Math,Advanced, john ,Bank Transfer,500000,0,-500000,Paid,active
PAY01582,09/05/2025,May,STU0030,TOEFL,Advanced,Sarah, Cash ,500000,0,500000,Paid,Active
PAY01583,06/11/2025,November,STU0332,IELTS,Beginner,Michael,Bank Transfer,750000,,,Unpaid,Actve
PAY01584,2025-12-05,December,STU0355,Grammar,Intermediate,Michael,,750000,50000,700000,Paid,active
PAY01585,2025/02/01,February,STU0133,Speaking,Beginner, john ,Cash,750000,50000,700000,Unpaid,Inactive
PAY01586,2025/11/09,November,STU0074,english,Beginner,, Cash ,650000,,,Paid,Actve
PAY01587,2025-05-13,May,STU0373,Speaking,Intermediate,John,transfer,500000,0,500000,Paid,Active
PAY01588,2025/01/20,January,STU0464,english,Advanced,John,E-Wallet,700000,25000,675000,paid,Actve
PAY01589,2025/09/02,September,STU0403,Math,Advanced,Linda,Cash,750000,,,Unpaid,Actve
PAY01590,"Mar 04, 2025",March,STU0029,Math,Intermediate,SARAH,,700000,,,Unpaid,Active
PAY01591,"Aug 24, 2025",August,STU0496,english,Advanced,Linda,Bank Transfer,650000,25000,625000,paid,Actve
PAY01592,"Feb 24, 2025",February,STU0225,TOEFL,Beginner,John,Transfer,750000,0,750000,Paid,Inactive
PAY01593,2025/09/08,September,STU0256,ENG,Beginner,John,Bank Transfer,500000,-50000,550000,Paid,active
PAY01594,2025/01/22,January,STU0342,ENG,Advanced,SARAH,Transfer,500000,25000,475000,paid,Inactive
PAY01595,2025-02-06,February,STU0242,English,Beginner,Michael,Cash,650000,100000,550000,Paid,Active
PAY01596,2025-06-07,June,STU0303,Math,Beginner,Sarah,transfer,750000,-50000,800000,paid,Inactive
PAY01597,02/02/2025,February,STU0378,english,Intermediate,Sarah, Cash ,750000,50000,700000,paid,Inactive
PAY01598,14/06/2025,June,STU0033,Math,Intermediate,Michael,,500000,-50000,550000,Unpaid,Inactive
PAY01599,"Dec 23, 2025",December,STU0474,English,Beginner,Sarah,,5000000,25000,4975000,paid,Actve
PAY01600,2025-03-22,March,STU0092,Math,Advanced,,Bank Transfer,750000,0,-750000,Unpaid,Actve
PAY01601,21/12/2025,December,STU0268,ENG,Intermediate,Linda,Transfer,650000,25000,625000,paid,Active
PAY01602,02/11/2025,November,STU0322,Speaking,Intermediate,Jhon,Cash,750000,-50000,800000,paid,Inactive
PAY01603,2025-04-09,April,STU0442,TOEFL,Intermediate,Linda,Bank Transfer,5000000,0,5000000,Paid,Inactive
PAY01604,27/02/2025,February,STU0344,English,Beginner,Emily,Bank Transfer,750000,100000,650000,Paid,Actve
PAY01605,"May 09, 2025",May,STU0380,English,Advanced,Michael,Transfer,5000000,100000,4900000,Paid,Actve
PAY01606,2025-09-21,September,STU0304,Grammar,Intermediate,Linda, Cash ,500000,25000,475000,paid,active
PAY01607,2025-04-28,April,STU0378,english,Beginner,Jhon,Transfer,700000,25000,675000,Paid,Actve
PAY01608,2025/10/27,October,STU0476,ENG,Beginner,Jhon,Bank Transfer,500000,100000,400000,Paid,Actve
PAY01609,"Apr 10, 2025",April,STU0017,English,Intermediate,Michael,Cash,700000,25000,675000,Unpaid,Actve
PAY01610,03/08/2025,August,STU0310,IELTS,Advanced,,Transfer,700000,25000,675000,paid,Inactive
PAY01611,2025/02/14,February,STU0111,ENG,Intermediate,David,Cash,5000000,100000,4900000,paid,Actve
PAY01612,07/05/2025,May,STU0457,IELTS,Advanced,John,transfer,700000,100000,600000,Paid,Active
PAY01613,2025-08-29,August,STU0415,Math,Intermediate, john ,Transfer,750000,-50000,800000,Paid,Active
PAY01614,2025/12/21,December,STU0123,Math,Beginner, john , Cash ,650000,25000,625000,Unpaid,Inactive
PAY01615,2025/12/27,December,STU0500,ENG,Intermediate,Michael,,5000000,,,paid,Actve
PAY01616,"Apr 05, 2025",April,STU0441,Math,Intermediate,Emily,E-Wallet,750000,,,Paid,active
PAY01617,"Aug 07, 2025",August,STU0107,Math,Advanced,Emily, Cash ,5000000,-50000,5050000,Paid,active
PAY01618,2025-01-27,January,STU0021,Grammar,Intermediate,Michael, Cash ,750000,50000,700000,paid,Active
PAY01619,15/10/2025,October,STU0059,ENG,Advanced,,,650000,50000,600000,paid,Inactive
PAY01620,"Apr 26, 2025",April,STU0217,Speaking,Beginner,Sarah,Bank Transfer,700000,50000,650000,Unpaid,Actve
PAY01621,2025-09-06,September,STU0423,Speaking,Intermediate,,Bank Transfer,750000,,,paid,Active
PAY01622,2025/04/07,April,STU0092,Speaking,Beginner,Sarah,Transfer,500000,0,500000,Unpaid,Active
PAY01623,23/12/2025,December,STU0267,English,Intermediate,Jhon, Cash ,750000,25000,725000,paid,Inactive
PAY01624,"Aug 31, 2025",August,STU0011,Speaking,Beginner,Sarah,Cash,750000,100000,650000,Paid,active
PAY01625,"Jul 30, 2025",July,STU0357,ENG,Intermediate,David,E-Wallet,700000,100000,600000,Paid,active
PAY01626,"Mar 29, 2025",March,STU0148,English,Beginner,Emily,Bank Transfer,650000,100000,550000,Unpaid,Inactive
PAY01627,13/11/2025,November,STU0090,IELTS,Beginner,Linda,Cash,5000000,50000,4950000,Paid,active
PAY01628,22/10/2025,October,STU0106,English,Advanced,Emily,Bank Transfer,750000,50000,700000,Paid,active
PAY01629,18/08/2025,August,STU0013,english,Intermediate,Michael,transfer,5000000,50000,4950000,Unpaid,Inactive
PAY01630,"Jan 03, 2025",January,STU0497,IELTS,Advanced, john ,Bank Transfer,700000,100000,600000,paid,Active
PAY01631,2025-09-03,September,STU0158,English,Intermediate,,,650000,,,Paid,Actve
PAY01632,2025-07-02,July,STU0100,TOEFL,Intermediate,Linda,Cash,700000,0,700000,Paid,Actve
PAY01633,2025-12-13,December,STU0163,English,Advanced,Emily,transfer,5000000,100000,4900000,Paid,Actve
PAY01634,2025/07/09,July,STU0180,Speaking,Intermediate,SARAH,Cash,700000,0,700000,Paid,Actve
PAY01635,2025/08/01,August,STU0497,english,Advanced,Jhon,Transfer,700000,25000,675000,paid,Active
PAY01636,15/03/2025,March,STU0269,Grammar,Beginner,,,700000,100000,600000,Unpaid,Active
PAY01637,2025/01/04,January,STU0237,IELTS,Beginner,Michael,,700000,100000,600000,Unpaid,active
PAY01638,2025/10/11,October,STU0156,ENG,Advanced, john ,Transfer,500000,50000,450000,Paid,Active
PAY01639,"Mar 20, 2025",March,STU0242,Math,Advanced,David,transfer,700000,,,Paid,Actve
PAY01640,19/12/2025,December,STU0253,Math,Advanced,Emily,E-Wallet,500000,0,500000,Unpaid,Actve
PAY01641,2025/05/13,May,STU0295,English,Intermediate,Michael,E-Wallet,500000,50000,450000,Paid,Inactive
PAY01642,2025/06/13,June,STU0140,Grammar,Intermediate,Emily,Cash,650000,50000,600000,Unpaid,active
PAY01643,2025-09-29,September,STU0094,Math,Advanced,Michael,E-Wallet,5000000,25000,4975000,Unpaid,active
PAY01644,"Dec 17, 2025",December,STU0186,Math,Advanced,,Bank Transfer,700000,,,Paid,Active
PAY01645,"Mar 12, 2025",March,STU0472,IELTS,Beginner,Linda,Transfer,700000,100000,600000,paid,Inactive
PAY01646,2025-04-07,April,STU0060,IELTS,Beginner, john ,Bank Transfer,750000,100000,650000,Unpaid,active
PAY01647,2025/03/13,March,STU0176,IELTS,Advanced,David,Cash,5000000,-50000,5050000,paid,Active
PAY01648,24/04/2025,April,STU0065,TOEFL,Beginner,Sarah,transfer,650000,,,paid,Active
PAY01649,2025-02-09,February,STU0056,English,Advanced,SARAH,E-Wallet,750000,100000,650000,Paid,Actve
PAY01650,"Mar 02, 2025",March,STU0006,Math,Beginner,,Transfer,500000,0,500000,paid,Inactive
PAY01651,"Apr 05, 2025",April,STU0383,Speaking,Advanced,Emily,Bank Transfer,500000,0,500000,Paid,Inactive
PAY01652,2025-09-16,September,STU0271,TOEFL,Advanced,Linda,Bank Transfer,500000,-50000,550000,Paid,Active
PAY01653,20/02/2025,February,STU0358,IELTS,Intermediate,Sarah,Transfer,5000000,,,Unpaid,Actve
PAY01654,06/08/2025,August,STU0390,Grammar,Beginner, john ,Cash,5000000,25000,4975000,paid,Inactive
PAY01655,"Sep 11, 2025",September,STU0043,Grammar,Intermediate,Sarah,transfer,700000,-50000,750000,Unpaid,Actve
PAY01656,"Nov 04, 2025",November,STU0149,english,Beginner,Sarah,,750000,25000,725000,Unpaid,active
PAY01657,2025-04-02,April,STU0225,Math,Beginner,Michael,transfer,750000,,,Unpaid,Active
PAY01658,2025-03-28,March,STU0305,english,Beginner,Linda,,700000,25000,675000,Unpaid,Actve
PAY01659,"May 23, 2025",May,STU0309,english,Intermediate,SARAH,Bank Transfer,750000,50000,700000,Paid,Actve
PAY01660,2025-02-25,February,STU0322,IELTS,Beginner,Sarah, Cash ,700000,100000,600000,Paid,Active
PAY01661,2025-09-13,September,STU0168,IELTS,Intermediate,,E-Wallet,650000,100000,550000,Paid,Active
PAY01662,2025/12/05,December,STU0255,ENG,Advanced,David,E-Wallet,750000,25000,725000,Unpaid,Active
PAY01663,2025/01/17,January,STU0437,english,Intermediate, john ,Cash,500000,100000,400000,Paid,Inactive
PAY01664,"Oct 13, 2025",October,STU0160,english,Intermediate,Sarah,E-Wallet,650000,100000,550000,paid,Actve
PAY01665,2025/12/04,December,STU0260,English,Intermediate,David,transfer,750000,-50000,800000,paid,Actve
PAY01666,"Nov 12, 2025",November,STU0303,English,Beginner,Emily,Bank Transfer,700000,50000,650000,paid,Active
PAY01667,"Nov 17, 2025",November,STU0183,english,Intermediate,John, Cash ,750000,0,750000,Paid,Inactive
PAY01668,"May 01, 2025",May,STU0034,Speaking,Beginner,Emily,Transfer,5000000,0,5000000,Paid,active
PAY01669,2025/01/20,January,STU0216,Speaking,Beginner, john ,E-Wallet,750000,-50000,800000,Paid,active
PAY01670,2025/07/13,July,STU0251,Math,Advanced,Linda,Bank Transfer,700000,-50000,750000,Unpaid,active
PAY01671,"Mar 27, 2025",March,STU0326,Math,Advanced,Linda,Bank Transfer,700000,100000,600000,Unpaid,Active
PAY01672,2025/06/02,June,STU0048,Math,Advanced,Emily,Bank Transfer,650000,-50000,700000,Paid,Actve
PAY01673,07/08/2025,August,STU0155,Speaking,Intermediate,SARAH,Bank Transfer,700000,0,700000,Paid,Actve
PAY01674,"Jul 25, 2025",July,STU0391,IELTS,Beginner,SARAH,,5000000,-50000,5050000,Paid,Actve
PAY01675,2025/04/20,April,STU0315,english,Advanced,John,E-Wallet,700000,,,Paid,active
PAY01676,25/08/2025,August,STU0392,Speaking,Intermediate,Jhon,Bank Transfer,650000,25000,625000,Paid,Inactive
PAY01677,"Jul 31, 2025",July,STU0352,TOEFL,Intermediate,Linda,Cash,700000,,,Paid,Inactive
PAY01678,15/01/2025,January,STU0224,english,Advanced,John,Transfer,700000,100000,600000,Paid,active
PAY01679,2025-03-11,March,STU0091,English,Advanced, john ,,700000,50000,650000,Paid,Active
PAY01680,"Feb 12, 2025",February,STU0462,english,Intermediate,Sarah,transfer,5000000,50000,4950000,paid,Inactive
PAY01681,2025-05-01,May,STU0062,Speaking,Intermediate,Sarah,Transfer,5000000,,,paid,Active
PAY01682,"Jun 10, 2025",June,STU0384,TOEFL,Intermediate,Linda,Transfer,5000000,,,Paid,Inactive
PAY01683,"Apr 20, 2025",April,STU0302,English,Intermediate,SARAH,Bank Transfer,750000,100000,650000,paid,Active
PAY01684,2025/06/12,June,STU0143,IELTS,Intermediate, john , Cash ,750000,,,Unpaid,active
PAY01685,2025-01-11,January,STU0344,TOEFL,Intermediate,SARAH,transfer,500000,,,Unpaid,active
PAY01686,2025-12-17,December,STU0199,English,Intermediate,David,Bank Transfer,5000000,25000,4975000,Paid,Inactive
PAY01687,02/06/2025,June,STU0451,english,Beginner,David,,650000,100000,550000,Paid,Actve
PAY01688,2025/08/30,August,STU0471,Math,Beginner,David,E-Wallet,700000,,,Paid,active
PAY01689,"Aug 04, 2025",August,STU0027,IELTS,Advanced, john ,,750000,,,paid,Inactive
PAY01690,2025/01/02,January,STU0295,Math,Beginner,Michael,Transfer,650000,,,paid,Inactive
PAY01691,2025/11/01,November,STU0377,IELTS,Intermediate,Michael, Cash ,700000,100000,600000,paid,active
PAY01692,25/05/2025,May,STU0202,english,Advanced,Linda,Cash,500000,100000,400000,Paid,Inactive
PAY01693,2025/02/15,February,STU0087,English,Intermediate,,transfer,650000,50000,600000,paid,active
PAY01694,2025-03-18,March,STU0061,English,Advanced,SARAH,transfer,700000,25000,675000,Unpaid,Actve
PAY01695,02/03/2025,March,STU0417,Speaking,Intermediate, john ,transfer,650000,25000,625000,Paid,Actve
PAY01696,16/04/2025,April,STU0215,IELTS,Intermediate,Michael,Cash,700000,,,Unpaid,active
PAY01697,2025/05/01,May,STU0332,ENG,Beginner,John,transfer,650000,50000,600000,Paid,active
PAY01698,2025/12/21,December,STU0217,Speaking,Beginner,Sarah,E-Wallet,650000,,,Paid,Active
PAY01699,20/06/2025,June,STU0481,English,Beginner,David,E-Wallet,750000,50000,700000,paid,Actve
PAY01700,2025/06/04,June,STU0287,English,Advanced,Michael,Bank Transfer,700000,25000,675000,Paid,Actve
PAY01701,2025/06/23,June,STU0272,english,Beginner,David,Cash,650000,0,650000,Unpaid,Active
PAY01702,2025/03/07,March,STU0221,Speaking,Intermediate,,,700000,,,Unpaid,active
PAY01703,12/08/2025,August,STU0392,IELTS,Advanced, john ,Cash,700000,,,Paid,Inactive
PAY01704,28/01/2025,January,STU0084,ENG,Intermediate,Sarah,transfer,650000,0,650000,Paid,Actve
PAY01705,2025/07/02,July,STU0369,IELTS,Beginner,Emily,Cash,750000,100000,650000,Paid,active
PAY01706,03/04/2025,April,STU0340,TOEFL,Advanced,John,E-Wallet,5000000,50000,4950000,paid,Inactive
PAY01707,2025-08-02,August,STU0455,Grammar,Beginner,David, Cash ,650000,100000,550000,paid,Active
PAY01708,"Jul 21, 2025",July,STU0079,English,Beginner, john ,,5000000,0,5000000,paid,Actve
PAY01709,"Aug 21, 2025",August,STU0497,English,Advanced,,transfer,5000000,,,Unpaid,Inactive
PAY01710,2025-04-19,April,STU0381,Math,Advanced,,transfer,700000,50000,650000,Paid,Actve
PAY01711,11/05/2025,May,STU0437,TOEFL,Beginner,Jhon,,650000,100000,550000,Unpaid,active
PAY01712,28/11/2025,November,STU0222,Speaking,Advanced,,Transfer,500000,50000,450000,Unpaid,Active
PAY01713,08/07/2025,July,STU0244,Speaking,Advanced,,transfer,750000,100000,650000,Paid,Actve
PAY01714,08/07/2025,July,STU0021,Grammar,Intermediate,Linda, Cash ,750000,,,paid,Inactive
PAY01715,2025-09-11,September,STU0465,ENG,Intermediate,Michael,Transfer,700000,100000,600000,paid,active
PAY01716,2025/05/08,May,STU0040,English,Advanced,Sarah,E-Wallet,700000,-50000,750000,Unpaid,Actve
PAY01717,2025/02/18,February,STU0300,Math,Advanced,John,Cash,5000000,50000,4950000,paid,Actve
PAY01718,02/04/2025,April,STU0449,Speaking,Intermediate,, Cash ,750000,0,750000,Unpaid,Actve
PAY01719,"Nov 16, 2025",November,STU0041,Speaking,Advanced,Sarah,transfer,700000,25000,675000,paid,Active
PAY01720,2025/01/03,January,STU0245,ENG,Advanced,Jhon,,500000,0,500000,paid,Actve
PAY01721,"Jun 05, 2025",June,STU0070,English,Beginner,Sarah,,750000,50000,700000,Paid,Inactive
PAY01722,14/01/2025,January,STU0124,english,Advanced,SARAH,Transfer,750000,,,Paid,active
PAY01723,26/08/2025,August,STU0086,IELTS,Advanced, john ,transfer,750000,100000,650000,Unpaid,Active
PAY01724,19/08/2025,August,STU0427,english,Beginner,Emily,Cash,650000,50000,600000,Paid,Actve
PAY01725,2025/08/01,August,STU0149,English,Intermediate,Jhon,transfer,5000000,-50000,5050000,paid,Actve
PAY01726,2025-04-29,April,STU0162,Math,Intermediate,Jhon,transfer,5000000,0,5000000,Paid,Actve
PAY01727,"Nov 15, 2025",November,STU0083,Speaking,Advanced,Linda,transfer,750000,,,Unpaid,Actve
PAY01728,29/04/2025,April,STU0309,ENG,Beginner,David, Cash ,5000000,,,paid,Actve
PAY01729,"Aug 02, 2025",August,STU0145,Math,Advanced, john ,Transfer,750000,25000,725000,Paid,Inactive
PAY01730,2025/03/22,March,STU0253,Speaking,Beginner,Linda,E-Wallet,500000,100000,400000,Paid,Active
PAY01731,"Jul 03, 2025",July,STU0424,English,Beginner,Emily,transfer,700000,,,Paid,Inactive
PAY01732,03/03/2025,March,STU0402,Grammar,Beginner,SARAH,Bank Transfer,750000,50000,700000,Paid,Active
PAY01733,2025-12-28,December,STU0387,Math,Beginner,,E-Wallet,750000,100000,650000,Paid,Active
PAY01734,2025-09-17,September,STU0106,Grammar,Beginner,David, Cash ,650000,,,Unpaid,Actve
PAY01735,20/02/2025,February,STU0063,TOEFL,Intermediate,Jhon,,700000,50000,650000,Paid,Inactive
PAY01736,"Aug 31, 2025",August,STU0137,Grammar,Advanced,Jhon,Bank Transfer,700000,-50000,750000,paid,Inactive
PAY01737,2025/03/19,March,STU0212,english,Intermediate,SARAH,,650000,25000,625000,paid,active
PAY01738,2025/01/16,January,STU0265,Math,Beginner,Emily,Bank Transfer,650000,0,650000,Unpaid,Inactive
